seqnames	start	end	width	strand	source	type	score	phase	gene_id	gene_type	gene_name	level	havana_gene	tag
14	20649107	20656540	7434	-	HAVANA	gene	NA	NA	ENSMUSG00000068697.7	protein_coding	Myoz1	2	OTTMUSG00000068772.1	NA
14	20658946	20668354	9409	-	HAVANA	gene	NA	NA	ENSMUSG00000039376.13	protein_coding	Synpo2l	2	OTTMUSG00000027061.1	NA
14	20674308	20694852	20545	+	HAVANA	gene	NA	NA	ENSMUSG00000039367.11	protein_coding	Sec24c	2	OTTMUSG00000068773.2	ncRNA_host
14	20694968	20701016	6049	+	HAVANA	gene	NA	NA	ENSMUSG00000039357.2	protein_coding	Fut11	2	OTTMUSG00000068775.1	NA
14	20703006	20704425	1420	+	HAVANA	gene	NA	NA	ENSMUSG00000063787.4	protein_coding	Chchd1	2	OTTMUSG00000068776.1	NA
14	20707552	20723619	16068	+	HAVANA	gene	NA	NA	ENSMUSG00000021819.11	protein_coding	Zswim8	2	OTTMUSG00000068777.1	NA
14	20723730	20734562	10833	-	HAVANA	gene	NA	NA	ENSMUSG00000039308.6	protein_coding	Ndst2	2	OTTMUSG00000068778.1	NA
14	20734875	20794088	59214	-	HAVANA	gene	NA	NA	ENSMUSG00000021820.18	protein_coding	Camk2g	2	OTTMUSG00000068779.2	NA
14	20836660	20843385	6726	+	HAVANA	gene	NA	NA	ENSMUSG00000021822.3	protein_coding	Plau	2	OTTMUSG00000068785.1	NA
14	20929398	21033676	104279	+	HAVANA	gene	NA	NA	ENSMUSG00000021823.10	protein_coding	Vcl	2	OTTMUSG00000068787.1	NA
14	21031442	21052508	21067	-	HAVANA	gene	NA	NA	ENSMUSG00000021824.13	protein_coding	Ap3m1	2	OTTMUSG00000033833.4	NA
14	21052574	21448569	395996	+	HAVANA	gene	NA	NA	ENSMUSG00000039197.10	protein_coding	Adk	2	OTTMUSG00000068918.1	ncRNA_host
14	21481434	21672478	191045	+	HAVANA	gene	NA	NA	ENSMUSG00000021767.18	protein_coding	Kat6b	2	OTTMUSG00000043207.8	NA
14	21676537	21714576	38040	-	HAVANA	gene	NA	NA	ENSMUSG00000063821.6	protein_coding	Dupd1	2	OTTMUSG00000068933.1	NA
14	21733394	21751181	17788	-	HAVANA	gene	NA	NA	ENSMUSG00000021768.15	protein_coding	Dusp13	1	OTTMUSG00000027823.9	NA
14	21750531	21798726	48196	+	HAVANA	gene	NA	NA	ENSMUSG00000021770.11	protein_coding	Samd8	2	OTTMUSG00000027978.3	NA
14	21825238	21845879	20642	+	HAVANA	gene	NA	NA	ENSMUSG00000021771.14	protein_coding	Vdac2	2	OTTMUSG00000016381.4	NA
14	21845855	21848977	3123	-	HAVANA	gene	NA	NA	ENSMUSG00000021773.11	protein_coding	Comtd1	2	OTTMUSG00000029118.4	NA
14	21983959	21989601	5643	-	HAVANA	gene	NA	NA	ENSMUSG00000039081.10	protein_coding	Zfp503	2	OTTMUSG00000036886.2	NA
14	22019712	23056085	1036374	+	HAVANA	gene	NA	NA	ENSMUSG00000063458.13	protein_coding	Lrmda	2	OTTMUSG00000034628.3	NA
14	23289431	24014491	725061	-	HAVANA	gene	NA	NA	ENSMUSG00000063142.15	protein_coding	Kcnma1	2	OTTMUSG00000045153.11	NA
14	24133953	24245920	111968	-	HAVANA	gene	NA	NA	ENSMUSG00000021782.14	protein_coding	Dlg5	1	OTTMUSG00000036719.1	NA
14	24293214	24309966	16753	+	HAVANA	gene	NA	NA	ENSMUSG00000038925.13	protein_coding	RP23-266O23.1	1	OTTMUSG00000034630.3	NA
14	24448696	24487058	38363	-	HAVANA	gene	NA	NA	ENSMUSG00000025280.8	protein_coding	Polr3a	2	OTTMUSG00000068638.1	NA
14	24487125	24496959	9835	+	HAVANA	gene	NA	NA	ENSMUSG00000025290.17	protein_coding	Rps24	2	OTTMUSG00000068639.1	NA
14	25459185	25666743	207559	+	HAVANA	gene	NA	NA	ENSMUSG00000007817.15	protein_coding	Zmiz1	2	OTTMUSG00000034637.2	ncRNA_host
14	25694154	25700468	6315	+	HAVANA	gene	NA	NA	ENSMUSG00000021868.7	protein_coding	Ppif	2	OTTMUSG00000023363.2	NA
14	25711642	25769039	57398	-	HAVANA	gene	NA	NA	ENSMUSG00000055538.7	protein_coding	Zcchc24	2	OTTMUSG00000044564.2	NA
14	25842156	25886804	44649	+	HAVANA	gene	NA	NA	ENSMUSG00000021866.15	protein_coding	Anxa11	2	OTTMUSG00000019768.2	NA
14	25887506	25903100	15595	-	HAVANA	gene	NA	NA	ENSMUSG00000095304.9	protein_coding	Plac9a	2	OTTMUSG00000044550.2	NA
14	25923300	25927672	4373	-	HAVANA	gene	NA	NA	ENSMUSG00000072676.12	protein_coding	Tmem254a	2	OTTMUSG00000044551.2	NA
14	25938304	25956356	18053	+	HAVANA	gene	NA	NA	ENSMUSG00000095975.3	protein_coding	Cphx1	2	OTTMUSG00000044545.3	NA
14	25978577	25990088	11512	+	HAVANA	gene	NA	NA	ENSMUSG00000048502.14	protein_coding	Duxbl1	2	OTTMUSG00000037595.2	NA
14	26027282	26042711	15430	-	HAVANA	gene	NA	NA	ENSMUSG00000094800.8	protein_coding	Plac9c	2	OTTMUSG00000044554.2	NA
14	26063919	26067355	3437	-	HAVANA	gene	NA	NA	ENSMUSG00000072680.11	protein_coding	Tmem254c	2	OTTMUSG00000044555.1	NA
14	26081516	26096127	14612	+	HAVANA	gene	NA	NA	ENSMUSG00000098463.1	protein_coding	Cphx2	2	OTTMUSG00000044543.2	NA
14	26082297	26235744	153448	+	HAVANA	gene	NA	NA	ENSMUSG00000094817.8	protein_coding	Cphx3	2	OTTMUSG00000044547.2	NA
14	26118349	26129763	11415	+	HAVANA	gene	NA	NA	ENSMUSG00000072675.12	protein_coding	Duxbl2	2	OTTMUSG00000037596.3	NA
14	26167405	26182480	15076	-	HAVANA	gene	NA	NA	ENSMUSG00000072674.10	protein_coding	Plac9b	2	OTTMUSG00000044558.1	NA
14	26203369	26207041	3673	-	HAVANA	gene	NA	NA	ENSMUSG00000021867.16	protein_coding	Tmem254b	2	OTTMUSG00000044559.1	NA
14	26257962	26269436	11475	+	HAVANA	gene	NA	NA	ENSMUSG00000072672.10	protein_coding	Duxbl3	2	OTTMUSG00000037597.2	NA
14	26413168	26534931	121764	-	HAVANA	gene	NA	NA	ENSMUSG00000021870.17	protein_coding	Slmap	2	OTTMUSG00000016367.5	NA
14	26573856	26634322	60467	+	HAVANA	gene	NA	NA	ENSMUSG00000040818.10	protein_coding	Dennd6a	2	OTTMUSG00000056602.2	NA
14	26638074	26665084	27011	+	HAVANA	gene	NA	NA	ENSMUSG00000021877.12	protein_coding	Arf4	2	OTTMUSG00000035433.5	NA
14	26659958	26669883	9926	-	HAVANA	gene	NA	NA	ENSMUSG00000043702.9	protein_coding	Pde12	2	OTTMUSG00000042431.2	ncRNA_host
14	26693274	26891703	198430	+	HAVANA	gene	NA	NA	ENSMUSG00000021879.13	protein_coding	Dnah12	1	OTTMUSG00000032533.4	NA
14	26894557	26915258	20702	+	HAVANA	gene	NA	NA	ENSMUSG00000021898.14	protein_coding	Asb14	2	OTTMUSG00000035287.5	NA
14	26918988	26971232	52245	-	HAVANA	gene	NA	NA	ENSMUSG00000040760.11	protein_coding	Appl1	2	OTTMUSG00000016350.4	NA
14	26994416	27002329	7914	+	HAVANA	gene	NA	NA	ENSMUSG00000040726.10	protein_coding	Hesx1	2	OTTMUSG00000037602.4	NA
14	27038941	27107286	68346	+	HAVANA	gene	NA	NA	ENSMUSG00000040717.6	protein_coding	Il17rd	2	OTTMUSG00000068756.2	NA
14	27114899	27403911	289013	+	HAVANA	gene	NA	NA	ENSMUSG00000021895.10	protein_coding	Arhgef3	2	OTTMUSG00000068759.1	NA
14	27428834	27483555	54722	+	HAVANA	gene	NA	NA	ENSMUSG00000040651.9	protein_coding	Fam208a	2	OTTMUSG00000068763.1	NA
14	27481090	27508460	27371	-	HAVANA	gene	NA	NA	ENSMUSG00000046753.10	protein_coding	Ccdc66	2	OTTMUSG00000068764.1	NA
14	27622428	28478537	856110	+	HAVANA	gene	NA	NA	ENSMUSG00000040640.11	protein_coding	Erc2	2	OTTMUSG00000060924.6	NA
14	28504750	28527448	22699	+	HAVANA	gene	NA	NA	ENSMUSG00000021994.15	protein_coding	Wnt5a	2	OTTMUSG00000021010.3	NA
14	28904943	29721864	816922	-	HAVANA	gene	NA	NA	ENSMUSG00000021991.9	protein_coding	Cacna2d3	2	OTTMUSG00000046735.7	ncRNA_host
14	29018208	29033645	15438	+	HAVANA	gene	NA	NA	ENSMUSG00000045776.3	protein_coding	Lrtm1	2	OTTMUSG00000068677.2	NA
14	29968308	29975662	7355	+	HAVANA	gene	NA	NA	ENSMUSG00000042682.9	protein_coding	Selk	2	OTTMUSG00000020974.3	NA
14	29978337	30006354	28018	+	HAVANA	gene	NA	NA	ENSMUSG00000015971.5	protein_coding	Actr8	2	OTTMUSG00000068706.4	ncRNA_host
14	29996135	30008896	12762	-	HAVANA	gene	NA	NA	ENSMUSG00000015966.17	protein_coding	Il17rb	2	OTTMUSG00000027818.2	NA
14	30009023	30040527	31505	+	HAVANA	gene	NA	NA	ENSMUSG00000015970.19	protein_coding	Chdh	2	OTTMUSG00000027809.2	NA
14	30039939	30491455	451517	-	HAVANA	gene	NA	NA	ENSMUSG00000015968.17	protein_coding	Cacna1d	2	OTTMUSG00000068722.8	NA
14	30479535	30527063	47529	+	HAVANA	gene	NA	NA	ENSMUSG00000021962.9	protein_coding	Dcp1a	2	OTTMUSG00000068909.8	NA
14	30548359	30574720	26362	+	HAVANA	gene	NA	NA	ENSMUSG00000021957.7	protein_coding	Tkt	2	OTTMUSG00000035018.3	ncRNA_host
14	30595354	30626210	30857	-	HAVANA	gene	NA	NA	ENSMUSG00000021948.17	protein_coding	Prkcd	2	OTTMUSG00000025129.6	NA
14	30654360	30691317	36958	+	HAVANA	gene	NA	NA	ENSMUSG00000052395.17	protein_coding	Rft1	2	OTTMUSG00000025088.2	NA
14	30714849	30822721	107873	+	HAVANA	gene	NA	NA	ENSMUSG00000006527.16	protein_coding	Sfmbt1	2	OTTMUSG00000025116.4	NA
14	30825590	30877210	51621	+	HAVANA	gene	NA	NA	ENSMUSG00000006526.13	protein_coding	Tmem110	2	OTTMUSG00000035529.4	NA
14	30879200	30881610	2411	+	HAVANA	gene	NA	NA	ENSMUSG00000042485.7	protein_coding	Mustn1	2	OTTMUSG00000068962.1	NA
14	30886476	30902353	15878	+	HAVANA	gene	NA	NA	ENSMUSG00000021922.17	protein_coding	Itih4	2	OTTMUSG00000026366.3	NA
14	30908572	30923760	15189	-	HAVANA	gene	NA	NA	ENSMUSG00000006522.17	protein_coding	Itih3	2	OTTMUSG00000035523.5	NA
14	30929180	30943289	14110	-	HAVANA	gene	NA	NA	ENSMUSG00000006529.16	protein_coding	Itih1	2	OTTMUSG00000035524.2	NA
14	30951377	30988821	37445	+	HAVANA	gene	NA	NA	ENSMUSG00000021918.10	protein_coding	Nek4	2	OTTMUSG00000068972.3	NA
14	30999826	31001672	1847	-	HAVANA	gene	NA	NA	ENSMUSG00000021917.16	protein_coding	Spcs1	2	OTTMUSG00000034302.3	NA
14	31001400	31011991	10592	+	HAVANA	gene	NA	NA	ENSMUSG00000021916.16	protein_coding	Glt8d1	2	OTTMUSG00000069011.7	NA
14	31012433	31019152	6720	-	HAVANA	gene	NA	NA	ENSMUSG00000042354.7	protein_coding	Gnl3	2	OTTMUSG00000069133.1	ncRNA_host
14	31019138	31121592	102455	+	HAVANA	gene	NA	NA	ENSMUSG00000042323.17	protein_coding	Pbrm1	2	OTTMUSG00000023870.5	NA
14	31088132	31128956	40825	-	HAVANA	gene	NA	NA	ENSMUSG00000058351.11	protein_coding	Smim4	2	OTTMUSG00000057521.2	NA
14	31131053	31139124	8072	+	HAVANA	gene	NA	NA	ENSMUSG00000071547.4	protein_coding	Nt5dc2	2	OTTMUSG00000069150.3	NA
14	31139013	31168641	29629	-	HAVANA	gene	NA	NA	ENSMUSG00000042286.13	protein_coding	Stab1	2	OTTMUSG00000033286.3	NA
14	31170930	31216946	46017	-	HAVANA	gene	NA	NA	ENSMUSG00000021910.15	protein_coding	Nisch	2	OTTMUSG00000035875.10	NA
14	31208312	31211729	3418	+	HAVANA	gene	NA	NA	ENSMUSG00000091898.8	protein_coding	Tnnc1	2	OTTMUSG00000035921.2	NA
14	31217860	31230352	12493	+	HAVANA	gene	NA	NA	ENSMUSG00000021904.6	protein_coding	Sema3g	2	OTTMUSG00000015259.2	NA
14	31237689	31251317	13629	-	HAVANA	gene	NA	NA	ENSMUSG00000021902.7	protein_coding	Phf7	2	OTTMUSG00000069158.3	NA
14	31251450	31259944	8495	+	HAVANA	gene	NA	NA	ENSMUSG00000021901.10	protein_coding	Bap1	2	OTTMUSG00000048112.9	NA
14	31260375	31323896	63522	-	HAVANA	gene	NA	NA	ENSMUSG00000019027.8	protein_coding	Dnah1	2	OTTMUSG00000069263.2	NA
14	31336638	31371986	35349	+	HAVANA	gene	NA	NA	ENSMUSG00000021893.14	protein_coding	Capn7	2	OTTMUSG00000027910.2	NA
14	31359880	31436078	76199	-	HAVANA	gene	NA	NA	ENSMUSG00000021892.14	protein_coding	Sh3bp5	2	OTTMUSG00000027880.1	NA
14	31473578	31495040	21463	-	HAVANA	gene	NA	NA	ENSMUSG00000021891.8	protein_coding	Mettl6	2	OTTMUSG00000069834.1	NA
14	31494399	31509858	15460	+	HAVANA	gene	NA	NA	ENSMUSG00000021890.6	protein_coding	Eaf1	2	OTTMUSG00000069836.1	NA
14	31523082	31591343	68262	-	HAVANA	gene	NA	NA	ENSMUSG00000057606.14	protein_coding	Colq	2	OTTMUSG00000033849.3	overlapping_locus
14	31552905	31640878	87974	-	HAVANA	gene	NA	NA	ENSMUSG00000115022.1	protein_coding	RP23-16M15.4	2	OTTMUSG00000069838.1	overlapping_locus
14	31598730	31641286	42557	-	HAVANA	gene	NA	NA	ENSMUSG00000021884.18	protein_coding	Hacl1	2	OTTMUSG00000024573.7	overlapping_locus
14	31641028	31668579	27552	+	HAVANA	gene	NA	NA	ENSMUSG00000021900.10	protein_coding	Btd	2	OTTMUSG00000024614.1	NA
14	31698768	31830651	131884	-	HAVANA	gene	NA	NA	ENSMUSG00000014496.8	protein_coding	Ankrd28	2	OTTMUSG00000069842.2	NA
14	32028989	32062197	33209	+	HAVANA	gene	NA	NA	ENSMUSG00000021903.11	protein_coding	Galnt15	1	OTTMUSG00000035518.1	NA
14	32080566	32085729	5164	-	HAVANA	gene	NA	NA	ENSMUSG00000021905.14	protein_coding	Dph3	2	OTTMUSG00000019770.4	NA
14	32085374	32103202	17829	+	HAVANA	gene	NA	NA	ENSMUSG00000021906.14	protein_coding	Oxnad1	2	OTTMUSG00000035379.6	NA
14	32142023	32158370	16348	+	HAVANA	gene	NA	NA	ENSMUSG00000021907.13	protein_coding	Msmb	1	OTTMUSG00000032536.3	NA
14	32159865	32179855	19991	+	HAVANA	gene	NA	NA	ENSMUSG00000056234.15	protein_coding	Ncoa4	2	OTTMUSG00000036491.6	NA
14	32180162	32201898	21737	-	HAVANA	gene	NA	NA	ENSMUSG00000013701.13	protein_coding	Timm23	2	OTTMUSG00000036490.2	ncRNA_host
14	32201949	32297550	95602	+	HAVANA	gene	NA	NA	ENSMUSG00000021911.16	protein_coding	Parg	2	OTTMUSG00000036550.5	NA
14	32322019	32348151	26133	+	HAVANA	gene	NA	NA	ENSMUSG00000021913.8	protein_coding	Ogdhl	2	OTTMUSG00000069863.1	NA
14	32376068	32388391	12324	-	HAVANA	gene	NA	NA	ENSMUSG00000072473.4	protein_coding	RP24-84D8.8	2	OTTMUSG00000069864.1	NA
14	32408203	32465989	57787	-	HAVANA	gene	NA	NA	ENSMUSG00000021919.8	protein_coding	Chat	2	OTTMUSG00000069876.1	overlapping_locus
14	32462438	32464850	2413	-	HAVANA	gene	NA	NA	ENSMUSG00000100241.1	protein_coding	Slc18a3	2	OTTMUSG00000049703.1	overlapping_locus
14	32513521	32580990	67470	+	HAVANA	gene	NA	NA	ENSMUSG00000054051.7	protein_coding	Ercc6	2	OTTMUSG00000069885.1	NA
14	32599407	32649246	49840	+	HAVANA	gene	NA	NA	ENSMUSG00000041730.14	protein_coding	Prrxl1	2	OTTMUSG00000045726.4	NA
14	32659119	32685293	26175	-	HAVANA	gene	NA	NA	ENSMUSG00000071540.4	protein_coding	RP23-56C21.4	2	OTTMUSG00000069916.1	NA
14	32785963	32817984	32022	+	HAVANA	gene	NA	NA	ENSMUSG00000041707.8	protein_coding	RP24-456G16.4	2	OTTMUSG00000069917.1	NA
14	32833962	32836789	2828	+	HAVANA	gene	NA	NA	ENSMUSG00000078127.3	protein_coding	Fam170b	2	OTTMUSG00000069918.1	NA
14	32856756	32939491	82736	+	HAVANA	gene	NA	NA	ENSMUSG00000050666.14	protein_coding	Vstm4	2	OTTMUSG00000015245.2	NA
14	32959547	33185508	225962	-	HAVANA	gene	NA	NA	ENSMUSG00000051506.17	protein_coding	Wdfy4	2	OTTMUSG00000027929.4	NA
14	32991382	33015291	23910	+	HAVANA	gene	NA	NA	ENSMUSG00000041673.12	protein_coding	Lrrc18	2	OTTMUSG00000027915.4	NA
14	33214026	33369934	155909	+	HAVANA	gene	NA	NA	ENSMUSG00000063506.14	protein_coding	Arhgap22	2	OTTMUSG00000023066.3	NA
14	33377898	33447158	69261	-	HAVANA	gene	NA	NA	ENSMUSG00000021936.14	protein_coding	Mapk8	2	OTTMUSG00000018229.3	NA
14	33471696	33575269	103574	+	HAVANA	gene	NA	NA	ENSMUSG00000108841.1	protein_coding	Frmpd2	2	OTTMUSG00000059341.1	NA
14	33589207	33640754	51548	+	HAVANA	gene	NA	NA	ENSMUSG00000021940.10	protein_coding	Ptpn20	2	OTTMUSG00000069927.1	NA
14	33923587	33937983	14397	+	HAVANA	gene	NA	NA	ENSMUSG00000021943.7	protein_coding	Gdf10	2	OTTMUSG00000069946.1	NA
14	33941039	33947198	6160	+	HAVANA	gene	NA	NA	ENSMUSG00000072625.1	protein_coding	Gdf2	2	OTTMUSG00000069947.1	NA
14	33954003	33964216	10214	+	HAVANA	gene	NA	NA	ENSMUSG00000041534.9	protein_coding	Rbp3	2	OTTMUSG00000069948.1	NA
14	33967070	33978764	11695	-	HAVANA	gene	NA	NA	ENSMUSG00000044519.8	protein_coding	Zfp488	2	OTTMUSG00000035273.2	NA
14	33988417	34015182	26766	-	HAVANA	gene	NA	NA	ENSMUSG00000115726.1	protein_coding	RP23-10H9.3	2	OTTMUSG00000069949.1	NA
14	34016758	34048193	31436	+	HAVANA	gene	NA	NA	ENSMUSG00000072624.3	protein_coding	RP23-10H9.5	2	OTTMUSG00000069951.1	NA
14	34051126	34102754	51629	-	HAVANA	gene	NA	NA	ENSMUSG00000095493.2	protein_coding	RP23-10H9.2	2	OTTMUSG00000063357.1	NA
14	34052707	34076405	23699	+	HAVANA	gene	NA	NA	ENSMUSG00000047441.4	protein_coding	Antxrl	2	OTTMUSG00000069952.2	NA
14	34085981	34100571	14591	+	HAVANA	gene	NA	NA	ENSMUSG00000021950.15	protein_coding	Anxa8	2	OTTMUSG00000027916.1	NA
14	34143992	34152489	8498	-	HAVANA	gene	NA	NA	ENSMUSG00000048337.3	protein_coding	Npy4r	2	OTTMUSG00000069957.1	NA
14	34185688	34201653	15966	-	HAVANA	gene	NA	NA	ENSMUSG00000071531.3	protein_coding	Gprin2	2	OTTMUSG00000069973.1	NA
14	34219595	34230420	10826	+	HAVANA	gene	NA	NA	ENSMUSG00000041479.14	protein_coding	Syt15	2	OTTMUSG00000027930.2	NA
14	34237033	34310493	73461	-	HAVANA	gene	NA	NA	ENSMUSG00000041471.9	protein_coding	Fam35a	2	OTTMUSG00000069976.1	NA
14	34310727	34345265	34539	+	HAVANA	gene	NA	NA	ENSMUSG00000021794.16	protein_coding	Glud1	2	OTTMUSG00000030736.7	NA
14	34351881	34355433	3553	-	HAVANA	gene	NA	NA	ENSMUSG00000043681.5	protein_coding	Fam25c	2	OTTMUSG00000033737.1	NA
14	34370274	34374789	4516	-	HAVANA	gene	NA	NA	ENSMUSG00000023064.4	protein_coding	Sncg	2	OTTMUSG00000034011.1	NA
14	34375465	34404287	28823	+	HAVANA	gene	NA	NA	ENSMUSG00000041445.9	protein_coding	Mmrn2	2	OTTMUSG00000069978.1	NA
14	34410734	34503341	92608	-	HAVANA	gene	NA	NA	ENSMUSG00000021796.15	protein_coding	Bmpr1a	2	OTTMUSG00000036087.5	NA
14	34511621	34522801	11181	-	HAVANA	gene	NA	NA	ENSMUSG00000021797.2	protein_coding	RP23-251L22.2	2	OTTMUSG00000069985.1	NA
14	34526603	34588682	62080	-	HAVANA	gene	NA	NA	ENSMUSG00000021798.14	protein_coding	Ldb3	2	OTTMUSG00000069987.3	NA
14	34590618	34600142	9525	-	HAVANA	gene	NA	NA	ENSMUSG00000021799.9	protein_coding	Opn4	2	OTTMUSG00000069995.1	NA
14	34673928	34747983	74056	+	HAVANA	gene	NA	NA	ENSMUSG00000041408.18	protein_coding	Wapl	1	OTTMUSG00000024463.6	NA
14	34820108	35583379	763272	+	HAVANA	gene	NA	NA	ENSMUSG00000041078.7	protein_coding	Grid1	2	OTTMUSG00000033220.3	ncRNA_host
14	35809488	35811978	2491	-	HAVANA	gene	NA	NA	ENSMUSG00000041068.6	protein_coding	RP23-282I1.1	2	OTTMUSG00000047976.1	NA
14	36094917	36100114	5198	+	HAVANA	gene	NA	NA	ENSMUSG00000096405.3	protein_coding	RP24-117F20.1	2	OTTMUSG00000047978.2	NA
14	36874936	36968777	93842	-	HAVANA	gene	NA	NA	ENSMUSG00000058690.14	protein_coding	Ccser2	2	OTTMUSG00000044419.4	NA
14	37034909	37048964	14056	-	HAVANA	gene	NA	NA	ENSMUSG00000021804.6	protein_coding	Rgr	2	OTTMUSG00000068578.1	NA
14	37054830	37064946	10117	+	HAVANA	gene	NA	NA	ENSMUSG00000041044.9	protein_coding	Lrit1	2	OTTMUSG00000027933.1	NA
14	37067929	37073743	5815	+	HAVANA	gene	NA	NA	ENSMUSG00000043418.4	protein_coding	RP23-367E3.4	2	OTTMUSG00000068579.1	NA
14	37077857	37098347	20491	-	HAVANA	gene	NA	NA	ENSMUSG00000021803.10	protein_coding	Cdhr1	2	OTTMUSG00000068580.1	NA
14	37102140	37114022	11883	-	HAVANA	gene	NA	NA	ENSMUSG00000096001.2	protein_coding	RP23-127E21.1	2	OTTMUSG00000046703.1	NA
14	37120092	37135272	15181	-	HAVANA	gene	NA	NA	ENSMUSG00000041028.16	protein_coding	Ghitm	2	OTTMUSG00000068581.1	NA
14	38368952	39473088	1104137	-	HAVANA	gene	NA	NA	ENSMUSG00000041014.17	protein_coding	Nrg3	2	OTTMUSG00000037129.3	ncRNA_host
14	40813789	40893266	79478	-	HAVANA	gene	NA	NA	ENSMUSG00000037833.14	protein_coding	Sh2d4b	2	OTTMUSG00000022977.3	NA
14	40906445	40966807	60363	-	HAVANA	gene	NA	NA	ENSMUSG00000037824.6	protein_coding	Tspan14	2	OTTMUSG00000068661.1	NA
14	40993740	41013788	20049	-	HAVANA	gene	NA	NA	ENSMUSG00000021792.15	protein_coding	Fam213a	2	OTTMUSG00000027960.5	NA
14	41049117	41069208	20092	-	HAVANA	gene	NA	NA	ENSMUSG00000021791.7	protein_coding	Dydc2	2	OTTMUSG00000068662.1	NA
14	41072911	41092197	19287	+	HAVANA	gene	NA	NA	ENSMUSG00000021790.12	protein_coding	Dydc1	2	OTTMUSG00000033341.2	NA
14	41105035	41124412	19378	+	HAVANA	gene	NA	NA	ENSMUSG00000037798.7	protein_coding	Mat1a	2	OTTMUSG00000068664.1	NA
14	41131782	41136452	4671	+	HAVANA	gene	NA	NA	ENSMUSG00000021789.14	protein_coding	Sftpa1	2	OTTMUSG00000035515.1	NA
14	41151458	41159601	8144	+	HAVANA	gene	NA	NA	ENSMUSG00000037780.3	protein_coding	Mbl1	2	OTTMUSG00000068666.1	NA
14	41172214	41185149	12936	-	HAVANA	gene	NA	NA	ENSMUSG00000021795.10	protein_coding	Sftpd	2	OTTMUSG00000068667.1	NA
14	41278805	41288815	10011	+	HAVANA	gene	NA	NA	ENSMUSG00000091110.1	protein_coding	RP24-286J19.1	2	OTTMUSG00000036325.1	NA
14	41348609	41356839	8231	+	HAVANA	gene	NA	NA	ENSMUSG00000094925.7	protein_coding	RP23-473B17.1	2	OTTMUSG00000036327.1	NA
14	41381628	41386379	4752	-	HAVANA	gene	NA	NA	ENSMUSG00000091131.1	protein_coding	RP23-473B17.2	2	OTTMUSG00000036328.1	NA
14	41402885	41408281	5397	-	HAVANA	gene	NA	NA	ENSMUSG00000092142.1	protein_coding	RP23-473B17.3	2	OTTMUSG00000036329.1	NA
14	41448203	41453518	5316	-	HAVANA	gene	NA	NA	ENSMUSG00000093863.1	protein_coding	RP23-473B17.4	2	OTTMUSG00000036330.1	NA
14	41484232	41489485	5254	-	HAVANA	gene	NA	NA	ENSMUSG00000090505.2	protein_coding	RP23-473B17.5	2	OTTMUSG00000036331.1	NA
14	41550120	41555583	5464	-	HAVANA	gene	NA	NA	ENSMUSG00000093833.1	protein_coding	RP23-3N5.1	2	OTTMUSG00000036332.1	NA
14	41573211	41581305	8095	+	HAVANA	gene	NA	NA	ENSMUSG00000090440.2	protein_coding	RP23-3N5.2	2	OTTMUSG00000036333.4	retrogene
14	41619286	41624612	5327	-	HAVANA	gene	NA	NA	ENSMUSG00000091657.1	protein_coding	RP23-403B2.2	2	OTTMUSG00000036360.1	NA
14	41641179	41646487	5309	-	HAVANA	gene	NA	NA	ENSMUSG00000079269.2	protein_coding	RP23-403B2.3	2	OTTMUSG00000036361.1	NA
14	41696393	41701885	5493	-	HAVANA	gene	NA	NA	ENSMUSG00000095518.1	protein_coding	RP23-403B2.4	2	OTTMUSG00000036362.1	NA
14	41745917	41750614	4698	-	HAVANA	gene	NA	NA	ENSMUSG00000091740.3	protein_coding	RP23-403B2.8	2	OTTMUSG00000068669.1	NA
14	41767172	41772441	5270	-	HAVANA	gene	NA	NA	ENSMUSG00000114852.1	protein_coding	RP23-403B2.10	2	OTTMUSG00000068670.1	NA
14	41901813	41907290	5478	-	HAVANA	gene	NA	NA	ENSMUSG00000095551.1	protein_coding	RP24-553G19.1	2	OTTMUSG00000036334.1	NA
14	41924949	41933041	8093	+	HAVANA	gene	NA	NA	ENSMUSG00000079271.4	protein_coding	RP24-553G19.2	2	OTTMUSG00000036335.2	retrogene
14	41943995	42003821	59827	+	HAVANA	gene	NA	NA	ENSMUSG00000052334.11	protein_coding	RP24-553G19.5	2	OTTMUSG00000036336.2	NA
14	41962708	41967927	5220	-	HAVANA	gene	NA	NA	ENSMUSG00000095044.7	protein_coding	RP24-553G19.3	2	OTTMUSG00000036337.1	NA
14	41977873	41983325	5453	-	HAVANA	gene	NA	NA	ENSMUSG00000093945.1	protein_coding	RP24-553G19.4	1	OTTMUSG00000036338.1	NA
14	42111963	42117369	5407	-	HAVANA	gene	NA	NA	ENSMUSG00000095490.1	protein_coding	RP24-376M8.2	2	OTTMUSG00000036341.1	NA
14	42157290	42162622	5333	-	HAVANA	gene	NA	NA	ENSMUSG00000093926.1	protein_coding	RP24-376M8.3	2	OTTMUSG00000036342.1	NA
14	42185391	42190791	5401	-	HAVANA	gene	NA	NA	ENSMUSG00000091792.1	protein_coding	RP23-294B15.1	2	OTTMUSG00000036343.1	NA
14	42254659	42260048	5390	-	HAVANA	gene	NA	NA	ENSMUSG00000092152.1	protein_coding	RP23-294B15.2	2	OTTMUSG00000036344.1	NA
